Copyright Central Council of Church Bell Ringers, December 2011
Delight Minor methods

No.	Name	Notation	hl	le	lh	Tower bells	Place	Handbells	RW ref
13533	Hallamshire	36-36.14-12-16-34-	36	14	146325				65/379
13534	Vale Royal	36-36.14-12-16-34-	56	12	e	1970-09-26	Goostrey	2002-10-29	V6/328 70/838 02/1163
13535	Norwich	36-36.14-12-16.14-14.	56	12	e				04/186 05/450
13536	Crowland	36-36.14-12-16.34-12.	56	12	e	1962-03-07	Langleybury	2002-07-03	V6/328 62/196 02/765
13537	Canterbury	36-36.14-12-16.34-14.	36	12	a	1961-07-25	King's Bromley	2002-05-14	61/536 02/575
13538	Abbeyville	36-36.14-12-16.34-34.	16	12	a	1959-12-28	Graveley, St Mary	2002-09-17	21/349 60/52 02/1043
13539	St Werburgh	36-36.14-12-16.34-34.	56	12	e	1965-10-30	Baglan	2002-11-27	V6/328 65/823 03/6
13540	Waun Fach	36-36.14-1256-16-12-	56	12	165324				06/429
13541	Snaefell	36-36.14-1256-16-14-	56	12	b				06/429
13542	Beinn Mhor	36-36.14-1256-16-34-	56	12	165324				06/429
13543	Sgurr Thuilm	36-36.14-1256-16.34-12.	56	12	165324				06/429
13544	Sgurr Ghuibhsachain	36-36.14-1256-16.34-14.	56	16	134625				06/429
13545	Carn Mor	36-36.14-1256-16.34-34.	56	12	165324				06/429
13546	Potassium	36-36.14-56-16-12-	16	12	136245				04/1190
13547	Ruthenium	36-36.14-56-16-12-	56	16	134625				04/1258
13548	Jubilate	36-36.14-56-16-14-	16	12	e	1990-03-17	Mavesyn Ridware		90/376
13549	St Andrew's	36-36.14-56-16-14-	56	12	b	1976-11-27	Stapleford (Cambs)		76/1073
13550	Rhodium	36-36.14-56-16-34-	56	16	134625				04/1258
13551	Palladium	36-36.14-56-16.34-12.	56	16	134625				04/1258
13552	Confirmation	36-36.14-56-16.34-14.	36	12	a				91/725
13553	Kalium	36-36.14-56-16.34-14.	56	12	165324				04/1190
13554	Seolfor	36-36.14-56-16.34-34.	56	16	134625				04/1258
13555	Aish Tor	36-36.16-12-36-12-	16	12	f				07/173
13556	Bell Tor	36-36.16-12-36-34-	36	12	b				07/222
13557	Chinkwell Tor	36-36.16-12-36.12-14.	56	12	a				07/403
13558	Dinger Tor	36-36.16-12-36.34-12.	36	12	b				07/527
13559	East Mill Tor	36-36.16-12-36.34-14.	56	12	a				
13560	Frenchbere Tor	36-36.16-56-36-34-	36	12	b				07/866
13561	Gutter Tor	36-36.16-56-36.12-14.	56	12	e				07/986
13562	Honeybag Tor	36-36.16-56-36.34-12.	36	12	b				07/1082
13563	Ivy Tor	36-36.16-56-36.34-14.	56	12	e				07/1290
13564	Kitty Tor	36-36.16.12-12.36-14-	16	12	e				08/193
13565	Longtimber Tor	36-36.16.12-12.36-14-	56	12	a				08/526
13566	Mis Tor	36-36.16.12-12.36-34-	36	12	b				08/1124
13567	Narra Tor	36-36.16.12-12.36.14-12.	56	12	a				08/1114
13568	Pew Tor	36-36.16.12-12.36.34-12.	36	12	b				08/1326
13569	Rundlestone Tor	36-36.16.12-12.36.34-14.	36	12	f				09/182
13570	Sheeps Tor	36-36.16.12-12.36.34-34.	16	12	f				09/333
13571	Thornworthy Tor	36-36.16.12-56.36-14-	16	12	a				09/516
13572	Ulles Tor	36-36.16.12-56.36-14-	56	12	e				09/687
13573	Vixen Tor	36-36.16.12-56.36-34-	36	12	b				09/880
13574	Watern Tor	36-36.16.12-56.36.14-12.	56	12	e				09/1026
13575	Yes Tor	36-36.16.12-56.36.14-14.	36	12	f				10/18
13576	Zeal Tor	36-36.16.12-56.36.14-34.	16	12	f				10/152
13577	Tor	36-36.16.12-56.36.14-34.	56	12	e				10/224
13578	Litton	36-36.16.12-56.36.34-12.	36	12	b				07/248
13579	British Victory	36-56.14-12-16-12-	36	14	145362				95/661
13580	Chloe Alicia	36-56.14-12-16-12-	56	12	154632				99/792
13581	Puerto Rico	36-56.14-12-16-14-	16	12	142563				99/984
13582	Muness Castle	36-56.14-12-16-14-	36	16	134625				05/285
13583	Celebration	36-56.14-12-16-34-	16	12	136245				94/239
13584	Caroline's Birthday	36-56.14-12-16-34-	36	12	b				98/1187
13585	Joseph Bramah	36-56.14-12-16-34-	56	12	154632				99/936
13586	Batty Muffin Puffin Moose	36-56.14-12-16.12-34.	16	16	152364				11/289
13587	Hoylandswaine Millennium	36-56.14-12-16.34-12.	36	12	b				00/258
13588	Darling Buds of May	36-56.14-12-16.34-12.	56	12	154632				93/1001 1100
13589	Emma Caroline	36-56.14-12-16.34-14.	36	14	146325				00/232
13590	Leap Year	36-56.14-12-16.34-14.	56	12	e				00/482
13591	Silkstone Millennium	36-56.14-12-16.34-34.	16	14	146325				00/181
13592	St George	36-56.14-12-16.34-34.	56	12	154632				94/594
13593	Ben Gorm	36-56.14-1256-16-12-	56	14	145362				06/429
13594	Stob Coire Easain	36-56.14-1256-16-14-	56	12	a				06/429
13595	An Caisteal	36-56.14-1256-16-34-	56	14	145362				06/429
13596	Penygadair	36-56.14-1256-16.34-12.	56	14	145362				06/429
13597	Maumtrasna	36-56.14-1256-16.34-14.	56	14	154263				06/429
13598	Ben Hee	36-56.14-1256-16.34-34.	56	14	145362				06/429
13599	Two Thousand and Five	36-56.14-56-16-12-	16	12	165324				05/140
13600	Wing Commander Hampton's	36-56.14-56-16-12-	36	12	e				08/47
13601	Alderton	36-56.14-56-16-12-	56	12	142563				75/362
13602	Hatfield College	36-56.14-56-16-14-	36	14	162534				94/764
13603	Phosphorus	36-56.14-56-16-14-	56	12	a				04/1191
13604	Winchcombe	36-56.14-56-16-34-	56	12	142563				75/362
13605	Toddington	36-56.14-56-16.34-12.	56	12	142563				75/362
13606	Sulphur	36-56.14-56-16.34-14.	56	14	145362				04/1191
13607	Willersey	36-56.14-56-16.34-34.	56	12	142563				75/362
13608	Jackie	56-34.16-12-1236-12-	36	12	a	1979-03-31	Ashleworth		74/797 79/368
13609	St Cuthbert	56-34.16-12-1236-14-	56	12	154632				95/1297
13610	Mike's New Shed	56-34.16-12-1236-34-	16	12	b				09/1049
13611	Saltisford	56-34.16-12-1236-34-	36	12	136245				02/598
13612	Leckhampton	56-34.16-12-36-12-	36	12	a				74/797
13613	Church Broughton	56-34.16-12-36-14-	16	14	145362				99/126
13614	Michannel	56-34.16-12-36-14-	56	12	e	1977-08-13	Broad Blunsdon		77/798
13615	Barnton	56-34.16-12-36-34-	36	12	136245				02/598
13616	St Mark's	56-34.16-12-36.12-12.	36	12	a				74/797
13617	Gadolinium	56-34.16-12-36.12-14.	56	12	154632				05/59
13618	Quendale	56-34.16-12-36.12-34.	36	12	136245				05/285
13619	Rush	56-34.16-12-36.14-12.	56	12	e				82/804 1044
13620	Invisible	56-34.16-12-36.14-14.	16	12	f				04/856
13621	Armistice Day	56-34.16-12-36.14-34.	56	12	e				98/142 274
13622	Slievekimalta	56-34.16-1256-1236-12-	56	12	a				06/429
13623	Cuilcagh	56-34.16-1256-1236-14-	56	14	145362				06/429
13624	Beinn Alligin	56-34.16-1256-1236-34-	56	12	a				06/429
13625	Beinn a'Bheithir	56-34.16-1256-36-12-	56	12	a				06/429
13626	Ben Wyvis	56-34.16-1256-36-14-	56	14	154263				06/429
13627	Foinaven	56-34.16-1256-36-34-	56	12	a				06/429
13628	Lochnagar	56-34.16-1256-36.12-12.	56	12	a				06/429
13629	Beinn a'Ghlo	56-34.16-1256-36.12-14.	56	14	145362				06/429
13630	Beinn Eighe	56-34.16-1256-36.12-34.	56	12	a				06/429
13631	Aonach Eagach	56-34.16-1256-36.14-12.	56	14	154263				06/429
13632	Ben Loyal	56-34.16-1256-36.14-14.	56	12	a				06/429
13633	Beryl	56-34.16-1256-36.14-34.	56	14	154263				06/429
13634	Bernard	56-34.16-56-1236-12-	56	12	a				74/797
13635	Barium	56-34.16-56-1236-14-	56	12	142563				05/36
13636	Stanedge	56-34.16-56-1236-34-	36	12	136245				02/598
13637	Malcolm	56-34.16-56-1236-34-	56	12	a				74/797
13638	Eric	56-34.16-56-36-12-	56	12	a				74/797
13639	Lanthanum	56-34.16-56-36-14-	56	14	145362				05/36
13640	Harecastle	56-34.16-56-36-34-	36	12	136245				02/598
13641	Helen	56-34.16-56-36-34-	56	12	a				74/797
13642	Hilda	56-34.16-56-36.12-12.	56	12	a				74/797
13643	Argentum	56-34.16-56-36.12-14.	56	12	142563				04/1258
13644	Clare	56-34.16-56-36.12-34.	56	12	a				74/797
13645	Cerium	56-34.16-56-36.14-12.	56	14	145362				05/36
13646	Penrith	56-34.16-56-36.14-14.	56	12	a				02/713
13647	Calcium	56-34.16-56-36.14-34.	56	14	145362				04/1190
13648	David	56-36.14-12-16-12-	16	14	152643				85/420
13649	Jayne	56-36.14-12-16-12-	56	14	146325				85/420
13650	Doctor's	56-36.14-12-16-14-	56	12	136245				86/968
13651	Durolipons	56-36.14-12-16-34-	16	12	a				84/380
13652	Aida	56-36.14-12-16-34-	56	14	146325				87/879
13653	Earth	56-36.14-12-16.34-12.	36	12	165324				04/856
13654	Beryllium	56-36.14-12-16.34-12.	56	14	146325				04/856
13655	Aslan	56-36.14-12-16.34-14.	36	12	142563				85/399
13656	Ynys-Witrin	56-36.14-12-16.34-14.	56	12	f				85/352
13657	Amelia	56-36.14-12-16.34-34.	56	14	146325				87/879
13658	Granite	56-36.14-1256-16-12-	36	14	146325				06/429
13659	Graphite	56-36.14-1256-16-14-	16	14	164235				06/429
13660	Fluorite	56-36.14-1256-16-34-	36	12	165324				06/429
13661	Marble	56-36.14-1256-16.34-12.	36	12	165324				06/429
13662	Zincite	56-36.14-1256-16.34-14.	56	12	154632				06/429
13663	Talc	56-36.14-1256-16.34-34.	36	14	146325				06/429
13664	Midsummer Day	56-36.14-56-16-12-	56	12	154632				75/591
13665	Cadmium	56-36.14-56-16-14-	16	14	146325				04/1258
13666	Thulium	56-36.14-56-16-14-	36	16	m				05/129
13667	Piglet	56-36.14-56-16-34-	16	12	a				85/815
13668	Haymakers	56-36.14-56-16-34-	56	12	154632				75/591
13669	Graduation	56-36.14-56-16.34-12.	56	12	154632				75/592
13670	St Francis of Assisi	56-36.14-56-16.34-14.	36	12	142563				85/731
13671	Indium	56-36.14-56-16.34-14.	56	12	e				04/1258
13672	Bristol Scholars	56-36.14-56-16.34-34.	56	12	154632				75/592
13673	New Mill Victory	56-56.14-12-16-12-	16	14	162534				65/499
13674	Lincolnshire Show	56-56.14-12-16-12-	36	12	a				06/966
13675	Meysey Hampton	56-56.14-12-16-12-	56	12	136245				74/797
13676	Xarifa	56-56.14-12-16-14-	56	12	f	1999-07-13	Hammerwood		85/135 99/780
13677	Elmore	56-56.14-12-16-34-	56	12	136245				74/797
13678	Hempsted	56-56.14-12-16.34-12.	56	12	136245				74/797
13679	Bromsberrow	56-56.14-12-16.34-14.	36	12	165324				03/590
13680	Carbon	56-56.14-12-16.34-14.	56	14	146325				04/856
13681	Eastnor	56-56.14-12-16.34-34.	16	12	165324				03/590
13682	Badgeworth	56-56.14-12-16.34-34.	56	12	136245				74/797
13683	Jet	56-56.14-1256-16-12-	56	12	a				06/429
13684	Sphene	56-56.14-1256-16-14-	56	12	142563				06/429
13685	Californium	56-56.14-1256-16-34-	56	12	a				05/431
13686	Einsteinium	56-56.14-1256-16.34-12.	56	12	a				05/431
13687	Mica	56-56.14-1256-16.34-14.	56	14	145362				06/429
13688	Fermium	56-56.14-1256-16.34-34.	56	12	a				05/431
13689	Tin	56-56.14-56-16-12-	56	14	145362				04/1258
13690	Stannum	56-56.14-56-16-14-	56	12	142563				04/1258
13691	Antimony	56-56.14-56-16-34-	56	14	145362				04/1258
13692	Scandium	56-56.14-56-16.34-12.	56	14	145362				04/1190
13693	Stibium	56-56.14-56-16.34-14.	56	12	a				04/1258
13694	Horsforth	56-56.14-56-16.34-34.	16	12	165324				72/198
13695	Tellurium	56-56.14-56-16.34-34.	56	14	145362				04/1258
13696	Kalgoorlie	56-56.16-12-36-14-	56	12	b				10/396
13697	Centrelink	56-56.16-12-36.14-12.	56	12	b				11/57

Delight Minor methods (treble triple dodging)

No.	Name	Notation	hl	le	lh	Tower bells	Place	RW ref

13698	Micheldever	-36-36-36-16-12-56-12-36-14-14-14-	36	16	134625	1984-03-19	Micheldever	84/324

Non-palindromic Delight Minor methods

No.	Name	Notation	lh	RW ref

13699	Girrawheen	-34-14-12-16-12-1256.12-12.16-12-14-34-12	f	08/1162
13700	Lancelin	-34-14-12-16-12.1234.3456.12.1234.34.16-12-14-34-12	f	09/157
13701	Aussie Christmas	-34-14-12-16-12.34.1256.1234-12.16-12-14-34-12	f	10/96
13702	Dalwallinu	-34-14-12-16-12.34.3456-1234.34.16-12-14-34-12	f	09/567
13703	Uluru	-34-14-12-16-34-3456.34-34.16-12-14-34-12	f	08/1186
13704	A Christmas Carol	-34-14-12-16-34-3456.34-34.16-12-14-34-16	l	11/66
13705	Enoggera	-34-14-12-16-34.12.3456.1234-34.16-12-14-34-12	f	10/993
13706	Zanthus	-34-14-12-16.12-12.1256-12-16-12-14-34-12	f	
13707	Xantippe	-34-14-12-16.12-1234.3456.12.34.1234.16-12-14-34-12	f	10/1137
13708	Oombulgurri	-34-14-12-16.34-1234.3456.12.34-16-12-14-34-12	f	10/1065
13709	Woolloongabba	-34-14-12-16.34-34.3456-34-16-12-14-34-12	f	09/687
13710	Woolloomooloo	-34-14-12-16.34.1234-3456.34.12-16-12-14-34-12	f	10/47
13711	Indooroopilly	-34-14-12-16.34.1234.12.3456.1234.12-16-12-14-34-12	f	09/205
13712	Pen-Bloth	-36-1456-56-16-12-1256.12-12.16-56-1456-36-12	b	03/811
13713	Utter	-36-1456-56-16-12.1234.3456.12.1234.34.16-56-1456-36-12	b	03/401
13714	Belated Birthday Compliment	-36-1456-56-16-12.34.3456-1234.34.16-56-1456-36-12	b	04/1078
13715	Cans ha Kensa	-36-1456-56-16-34-3456.34-34.16-56-1456-36-12	b	04/40
13716	Something Interesting	-36-1456-56-16-34.12.3456.1234-34.16-56-1456-36-12	b	10/846
13717	Pymp ha Tryugans Bledhen	-36-1456-56-16.12-12.1256-12-16-56-1456-36-12	b	03/787
13718	Something Easy	-36-1456-56-16.12-1234.3456.12.34.1234.16-56-1456-36-12	b	11/138
13719	TDGR	-36-1456-56-16.12-34.3456-34.1234.16-56-1456-36-12	b	06/385
13720	ANZAB	-36-1456-56-16.1234.34-3456.34-12.16-56-1456-36-12	b	11/658
13721	Yorkshire Wedding	-36-1456-56-16.1234.34.12.3456.1234-12.16-56-1456-36-12	b	11/969
13722	Chapelfield Shopping Centre	-36-1456-56-16.1234.34.1234.1256.34.1234.34.16-56-1456-36-12	b	04/982
13723	Thursday Lunchtime	-36-1456-56-16.34-1234.3456.12.34-16-56-1456-36-12	b	11/40
13724	Venn	-36-1456-56-16.34-34.3456-34-16-56-1456-36-12	b	04/524
13725	Christmas Pudding	-36-1456-56-16.34.1234-3456.34.12-16-56-1456-36-12	b	06/137
13726	Ittle Beer	-36-1456-56-16.34.1234.12.3456.1234.12-16-56-1456-36-12	b	03/231 353
13727	You'd not believe what some folk'll ring to complete the Treble Dodging Minor Alphabet	-36-1456-56-16.34.1234.34.1256.1234.34.1234.16-56-1456-36-12	b	04/692
13728	Cullacabardee	-56-1456-12-16-12-1256.12-12.16-12-1456-56-12	136245	05/1117
13729	Joondalup	-56-1456-12-16-12.1234.3456.12.1234.34.16-12-1456-56-12	136245	06/457
13730	Quinns Rocks	-56-1456-12-16-12.34.3456-1234.34.16-12-1456-56-12	136245	06/113
13731	Innaloo	-56-1456-12-16-34-3456.34-34.16-12-1456-56-12	136245	05/824
13732	Cansves Forth Noweth war Whegh Clogh	-56-1456-12-16.12-12.1256-12-16-12-1456-56-12	136245	05/702
13733	Gnangara	-56-1456-12-16.34-34.3456-34-16-12-1456-56-12	136245	05/900
13734	Neerabup	-56-1456-12-16.34.1234-3456.34.12-16-12-1456-56-12	136245	06/702
13735	Konnongorring	-56-1456-12-16.34.1234.12.3456.1234.12-16-12-1456-56-12	136245	07/1007

