Copyright Central Council of Church Bell Ringers, December 2011
Surprise Major methods

No.	Name	Notation	hl	le	lh	fch	Tower bells	Place	Handbells	RW ref
6737	I Can't Believe It's Not Yorkshire	-38-14-58-1678-78-1238-14-	78	12	b	B/c	2003-05-11	York, St Laurence		03/518
6738	Flockton	-38-14-58-1678-78-1238-14.56.	78	12	b	BD/c	2005-10-13	Barnsley (Yorks)		05/1111
6739	Thorverton	-38-14-58-36-12-1238-16-	78	12	b	BDE/c	1964-10-30	Stratton St Margaret		64/766
6740	Vale of the White Horse	-38-14-58-36-12-1238-16.34.	78	12	b	BDE/ce	1976-10-09	Stanford-in-the-Vale		76/928
6741	Bottesford	-38-14-58-36-12-1458-16-	78	12	b	BDE/c	1960-09-24	Bottesford (Leics)		60/683
6742	Checkendon	-38-14-58-36-12-1458-16.34.	78	12	b	BDE/ce	1970-02-28	Checkendon		70/216
6743	Wycombe	-38-14-58-36-12-38-16-	38	12	d	BDO/c	1966-11-25	High Wycombe		66/831
6744	Kenwyn	-38-14-58-36-12-38-36.14.	78	12	b	BD/ce	1967-01-28	Buckland (Oxon)		67/119
6745	Hill Brow	-38-14-58-36-12-58-34-	38	12	e	BD/ac	1993-04-18	Liss, Hillbrow Campanile		93/471
6746	ANZAC	-38-14-58-36-12-58-36-	18	18	m	BDO/c			2007-09-19	07/1050
6747	Hazeland	-38-14-58-36-12-58.36-16.	78	12	b	BDO/cY	1996-10-26	Desborough		96/1176
6748	Hippolytus	-38-14-58-36-1234-1238-16-	78	12	b	BG/cY	2001-03-10	Cuddington		77/773 779 01/322
6749	Great Tew	-38-14-58-36-1234-1238-16.34.	78	12	b	BG/cY	1983-12-27	Great Tew		84/53
6750	Guatemala	-38-14-58-36-1234-1258-16-	38	12	d	BG/cZ	2000-03-26	Westhoughton		77/532 773 00/400
6751	NUSCR	-38-14-58-36-1234-1458-16-	78	12	b	BG/cY	1998-12-12	Nottingham, All Saints		99/45
6752	Brue	-38-14-58-36-1234-1458-16.34.	18	12	f	BG/cY	1994-02-23	Thorverton		94/348
6753	Toppesfield	-38-14-58-36-1234-1458-16.34.	78	12	b	BG/cY	2008-02-29	Toppesfield		08/337
6754	Higher Walton	-38-14-58-36-14-1238-14-	78	12	b	BKO/c	1966-09-17	West Coker	1990-09-13	64/750 66/657 90/985
6755	Cuba	-38-14-58-36-14-1238-14.56.	78	12	b	BKO/c	1986-04-15	Fallowfield		77/532 773 86/406
6756	Versailles	-38-14-58-36-14-1238-1456-	78	12	b	BO/c	1970-10-24	Spalding, St Mary		70/921
6757	Mexico	-38-14-58-36-14-1238.56.14-	78	12	b	BKO/c	1986-03-18	Fallowfield		77/532 773 86/338
6758	Omega	-38-14-58-36-14-1238.56.14.56.	78	12	b	BO/c	1969-05-10	Colwall		69/471
6759	Oxmoor	-38-14-58-36-14-1258-14-	18	12	e	BNO/c	1976-03-13	Huntingdon, St Mary		76/351
6760	Measham	-38-14-58-36-14-1258-34.16.	78	12	b	BKO/c	1974-09-19	Measham		74/920
6761	Much Hadham	-38-14-58-36-14-1258-36-	58	12	a	BGO/c	1980-09-13	Much Hadham		80/880
6762	Basingstoke	-38-14-58-36-14-1458-12.36.	78	12	b	BO/ac	1971-02-13	Basingstoke, St Michael		71/295
6763	Xennapod	-38-14-58-36-14-1458-1236-	78	12	b	BO/ac	1969-08-16	Moulton (Northants)		69/694
6764	Nettleden	-38-14-58-36-14-1458-36-	78	12	b	BLO/c	1970-05-02	Oakham	1968-09-27	68/835 70/419
6765	Tresham	-38-14-58-36-14-1458-36.12.	78	12	b	BLO/ac	1977-12-27	Rothwell (Northants)		78/53
6766	Urquhart	-38-14-58-36-14-1458.36-12.	78	12	b	BLO/ac	1981-01-31	Southam		81/190
6767	Buckby Wharf	-38-14-58-36-14-1458.36-1256.	78	12	b	BLO/c	2004-10-14	Long Buckby		04/1070
6768	Draughton	-38-14-58-36-14-1458.36-34.	78	12	b	BLO/c	1980-12-12	Haselbech		81/54
6769	Ouseley	-38-14-58-36-14-1458.36.12-	78	12	b	BO/ac	1971-10-16	Windsor, St John-the-Baptist		71/978
6770	Market Harborough	-38-14-58-36-14-1458.36.12.34.	78	12	b	BDO/ac	1971-11-27	Market Harborough		72/31
6771	Shepshed	-38-14-58-36-14-1458.36.12.56.	78	12	b	BO/ac	1971-12-04	Shepshed		72/11
6772	Sourpuss	-38-14-58-36-14-3458.12-16.	78	12	b	BDO/c	2008-01-07	Walworth		08/140
6773	Giraffe	-38-14-58-36-14-3458.12-16.	78	18	g	BDO/c	Spliced			08/37
6774	Benenden	-38-14-58-36-14-38-12-	38	12	a	BDO/c	1972-10-01	Benenden		72/882
6775	Datchet	-38-14-58-36-14-38-16-	58	18	m	BNO/c	1963-09-19	Willesden		63/667
6776	Iveshead	-38-14-58-36-14-38.12-14.	78	12	b	BDKO/c	1972-08-30	Measham		72/760
6777	King Alfred	-38-14-58-36-14-38.12.56.14.	78	12	b	BO/c	1974-10-26	Wantage		74/966
6778	Queen Eahlswith	-38-14-58-36-14-38.1256-14.	78	12	b	BKO/c	2007-07-28	Barnsley		07/834
6779	Shirburn	-38-14-58-36-14-38.1256-1456.	78	12	b	BO/c	1975-11-08	Watlington (Oxon)		75/997
6780	Vanessa	-38-14-58-36-14-38.14.56.14.	38	12	c	BO/cd	1995-12-15	Haselbech		96/68
6781	Island Gardens	-38-14-58-36-14-38.56-56.	38	12	a	BDO/c			2011-09-26	11/1043
6782	Gatwick	-38-14-58-36-14-58-1236-	58	12	a	BO/c	1980-02-23	Stansted Mountfitchet		80/253
6783	Bellfoundry	-38-14-58-36-14-58-14.36.	78	12	b	BKO/c	1972-08-22	Loughborough Bellfoundry		72/740 872
6784	Fotheringhay	-38-14-58-36-14-58-36-	58	12	a	BGO/c	1973-12-27	Rothwell (Northants)	2000-07-26	74/74 01/91
6785	Hugglescote	-38-14-58-36-14-58.12.34.16.	78	12	b	BKO/c	1974-05-22	Measham		74/533
6786	Bourn	-38-14-58-36-14-58.12.36.12.	58	12	a	BO/c	1972-12-31	Bourn		73/89
6787	Old Superlative	-38-14-58-36-1478-58-16-	78	12	18763524		1978-02-14	Highclere		78/230 80/183
6788	Kildwick	-38-14-58-36-34-1238-36-	18	18	m	BO/ac	1979-08-29	Salford, Sacred Trinity		79/849
6789	Pickering	-38-14-58-36-34-1258.36-16.	78	12	b	BE/ace	1963-09-28	Southport, Christ Church		63/699
6790	Markfield	-38-14-58-36-34-1458-14.36.	78	12	b	BO/ace	1971-09-21	Loughborough Bellfoundry		71/915 72/872
6791	Erdington	-38-14-58-36-34-1458-34-	18	12	e	B/ac	1954-06-14	Erdington, Abbey		54/434 526
6792	Aldenham	-38-14-58-36-34-38-16-	78	12	b	B/acY	1933-10-21	Aldenham	1963-10-15	33/676 693 63/740
6793	Marlpool	-38-14-58-36-34-38-16.34.	78	12	b	BG/acY	1971-06-10	West Hallam		71/596
6794	Thatcham	-38-14-58-36-34-38.12.36-	18	18	m	BGO/ac	1985-08-30	Thatcham		69/551 85/855
6795	Kettleburgh	-38-14-58-36-34-38.14-16.	58	12	c	B/abcd	1997-01-01	Harrow Weald		97/143
6796	Portishead	-38-14-58-36-34-38.16-16.	78	12	b	B/acY	1970-09-03	Shoreditch		67/10 70/800
6797	Pinxton	-38-14-58-36-34-38.56.14.36.	78	12	b	BG/ace	1969-03-09	Pinxton		69/287
6798	Franz Berwald	-38-14-58-36-34-58-12-	38	12	e	BD/ac			1996-07-10	96/759
6799	Ipswich	-38-14-58-36-34-58-16-	38	12	d	B/acZ	1927-05-21	Newchurch Kenyon	1985-03-19	27/324 85/395
6800	Hastings	-38-14-58-36-34-58-16-	38	18	j	B/acZ	1967-08-31	Rusper		67/684
6801	Hereford	-38-14-58-36-34-58.16-16.	38	18	m	B/acZ	1951-09-20	Willesden	1974-05-20	51/658 74/517
